iter	Passed	Remaining
1665	69705	139495
1666	69726	139411
1667	69750	139332
1668	69839	139385
1669	69886	139354
1670	69916	139288
1671	69943	139217
1672	69970	139146
1673	69991	139063
1674	70015	138985
1675	70132	139092
1676	70176	139055
1677	70204	138985
1678	70229	138911
1679	70253	138834
1680	70277	138757
1681	70317	138712
1682	70414	138779
1683	70444	138714
1684	70470	138640
1685	70495	138566
1686	70520	138491
1687	70544	138415
1688	70617	138434
1689	70734	138538
1690	70764	138473
1691	70789	138399
1692	70821	138339
1693	70960	138486
1694	70990	138421
1695	71018	138352
1696	71042	138274
1697	71064	138195
1698	71087	138115
1699	71197	138207
1700	71232	138152
1701	71267	138096
1702	71299	138036
1703	71326	137964
1704	71411	138005
1705	71466	137990
1706	71497	137927
1707	71525	137858
1708	71548	137780
1709	71571	137701
1710	71594	137623
1711	71667	137642
1712	71730	137640
1713	71758	137571
1714	71784	137499
1715	71809	137426
1716	71833	137349
1717	71856	137272
1718	71930	137291
1719	72003	137309
1720	72039	137256
1721	72110	137269
1722	72157	137237
1723	72293	137374
1724	72350	137360
1725	72389	137313
1726	72425	137259
1727	72582	137435
1728	72645	137433
1729	72667	137354
1730	72689	137274
1731	72727	137224
1732	72826	137290
1733	72862	137236
1734	72889	137166
1735	72914	137092
1736	72944	137028
1737	72968	136953
1738	73089	137059
1739	73125	137004
1740	73150	136932
1741	73177	136861
1742	73199	136782
1743	73225	136710
1744	73277	136687
1745	73348	136698
1746	73453	136774
1747	73478	136700
1748	73501	136622
1749	73523	136544
1750	73573	136516
1751	73653	136544
1752	73674	136464
1753	73697	136386
1754	73730	136328
1755	73843	136416
1756	73874	136354
1757	73897	136277
1758	73921	136202
1759	73943	136123
1760	74029	136161
1761	74075	136128
1762	74095	136045
1763	74117	135965
1764	74160	135926
1765	74242	135956
1766	74268	135885
1767	74291	135808
1768	74311	135726
1769	74333	135647
1770	74421	135689
1771	74460	135642
1772	74483	135565
1773	74509	135493
1774	74533	135419
1775	74556	135344
1776	74582	135272
1777	74678	135329
1778	74710	135267
1779	74733	135192
1780	74754	135112
1781	74777	135036
1782	74910	135157
1783	74946	135104
1784	74973	135036
1785	75000	134967
1786	75024	134893
1787	75046	134815
1788	75146	134877
1789	75196	134850
1790	75223	134781
1791	75250	134712
1792	75276	134640
1793	75298	134563
1794	75325	134495
1795	75448	134597
1796	75484	134543
1797	75508	134471
1798	75535	134401
1799	75557	134324
1800	75580	134247
1801	75699	134342
1802	75750	134316
1803	75780	134253
1804	75804	134180
1805	75828	134106
1806	75854	134035
1807	75961	134108
1808	75984	134033
1809	76007	133958
1810	76031	133884
1811	76134	133949
1812	76165	133887
1813	76187	133811
1814	76210	133736
1815	76314	133803
1816	76342	133736
1817	76367	133664
1818	76389	133587
1819	76412	133512
1820	76480	133516
1821	76540	133504
1822	76565	133433
1823	76589	133359
1824	76613	133286
1825	76634	133208
1826	76656	133131
1827	76755	133188
1828	76796	133144
1829	76823	133075
1830	76847	133003
1831	76871	132929
1832	76894	132856
1833	76916	132778
1834	77013	132833
1835	77055	132790
1836	77094	132743
1837	77123	132679
1838	77149	132609
1839	77172	132534
1840	77215	132495
1841	77327	132573
1842	77359	132514
1843	77387	132448
1844	77408	132370
1845	77433	132299
1846	77457	132227
1847	77570	132306
1848	77603	132249
1849	77633	132186
1850	77661	132120
1851	77782	132213
1852	77810	132146
1853	77836	132077
1854	77858	132001
1855	77887	131938
1856	77991	132001
1857	78020	131937
1858	78043	131863
1859	78063	131784
1860	78083	131706
1861	78215	131814
1862	78247	131756
1863	78273	131688
1864	78298	131617
1865	78323	131545
1866	78347	131473
1867	78460	131552
1868	78494	131495
1869	78524	131433
1870	78551	131366
1871	78577	131297
1872	78602	131228
1873	78649	131193
1874	78733	131222
1875	78762	131158
1876	78790	131092
1877	78814	131021
1878	78837	130947
1879	78859	130872
1880	78986	130972
1881	79020	130916
1882	79046	130848
1883	79069	130774
1884	79094	130704
1885	79117	130631
1886	79215	130682
1887	79334	130767
1888	79358	130695
1889	79381	130622
1890	79462	130644
1891	79521	130630
1892	79549	130564
1893	79577	130500
1894	79599	130425
1895	79724	130519
1896	79756	130460
1897	79785	130398
1898	79808	130323
1899	79831	130251
1900	79918	130282
1901	79969	130255
1902	79996	130187
1903	80027	130128
1904	80050	130055
1905	80178	130152
1906	80204	130084
1907	80227	130012
1908	80251	129941
1909	80280	129877
1910	80400	129961
1911	80443	129922
1912	80472	129857
1913	80497	129788
1914	80521	129716
1915	80543	129643
1916	80661	129722
1917	80714	129699
1918	80742	129633
1919	80773	129573
1920	80800	129507
1921	80823	129435
1922	80934	129503
1923	81044	129570
1924	81080	129517
1925	81110	129456
1926	81137	129390
1927	81164	129324
1928	81185	129248
1929	81208	129176
1930	81328	129257
1931	81364	129206
1932	81389	129137
1933	81416	129071
1934	81441	129001
1935	81467	128933
1936	81576	128998
1937	81610	128943
1938	81691	128962
1939	81786	129003
1940	81810	128933
1941	81836	128864
1942	81860	128794
1943	81884	128723
1944	81948	128716
1945	82015	128712
1946	82046	128653
1947	82072	128585
1948	82096	128514
1949	82119	128443
1950	82142	128371
1951	82205	128361
1952	82271	128357
1953	82296	128287
1954	82320	128217
1955	82342	128144
1956	82364	128071
1957	82468	128125
1958	82500	128066
1959	82526	128000
1960	82552	127933
1961	82577	127864
1962	82601	127793
1963	82737	127897
1964	82767	127837
1965	82797	127776
1966	82823	127708
1967	82850	127644
1968	82942	127678
1969	82988	127642
1970	83090	127691
1971	83118	127628
1972	83140	127555
1973	83166	127488
1974	83382	127712
1975	83431	127679
1976	83603	127836
1977	83710	127893
1978	83749	127845
1979	83858	127905
1980	83904	127868
1981	84017	127933
1982	84044	127867
1983	84161	127939
1984	84199	127890
1985	84226	127824
1986	84252	127756
1987	84312	127740
1988	84414	127788
1989	84440	127721
1990	84467	127655
1991	84602	127753
1992	84630	127688
1993	84658	127625
1994	84811	127748
1995	84834	127676
1996	84857	127604
1997	84916	127587
1998	84981	127579
1999	85008	127512
2000	85030	127438
2001	85071	127394
2002	85157	127417
2003	85180	127346
2004	85205	127276
2005	85230	127208
2006	85252	127135
2007	85353	127180
2008	85384	127120
2009	85413	127057
2010	85437	126988
2011	85460	126916
2012	85555	126951
2013	85591	126899
2014	85614	126828
2015	85636	126756
2016	85659	126683
2017	85778	126754
2018	85801	126683
2019	85853	126654
2020	85926	126657
2021	85947	126583
2022	85968	126509
2023	85993	126440
2024	86081	126464
2025	86141	126448
2026	86166	126380
2027	86190	126310
2028	86211	126236
2029	86231	126160
2030	86317	126183
2031	86359	126139
2032	86387	126075
2033	86409	126003
2034	86431	125930
2035	86453	125859
2036	86479	125792
2037	86587	125844
2038	86613	125778
2039	86636	125708
2040	86658	125636
2041	86679	125562
2042	86700	125488
2043	86754	125463
2044	86829	125467
2045	86858	125405
2046	86882	125337
2047	86906	125267
2048	86929	125197
2049	86951	125125
2050	86973	125053
2051	87059	125073
2052	87102	125032
2053	87128	124966
2054	87155	124901
2055	87178	124831
2056	87201	124760
2057	87245	124721
2058	87322	124728
2059	87359	124678
2060	87386	124613
2061	87410	124545
2062	87436	124478
2063	87456	124405
2064	87478	124333
2065	87579	124374
2066	87611	124317
2067	87638	124253
2068	87662	124184
2069	87685	124114
2070	87707	124044
2071	87765	124024
2072	87837	124023
2073	87867	123964
2074	87894	123899
2075	87918	123831
2076	87942	123763
2077	87964	123692
2078	87986	123621
2079	88082	123653
2080	88118	123603
2081	88148	123543
2082	88174	123478
2083	88198	123410
2084	88221	123341
2085	88245	123273
2086	88307	123258
2087	88373	123248
2088	88403	123188
2089	88427	123121
2090	88451	123053
2091	88475	122986
2092	88499	122918
2093	88520	122847
2094	88620	122884
2095	88656	122833
2096	88685	122771
2097	88708	122703
2098	88732	122636
2099	88753	122564
2100	88777	122496
2101	88833	122473
2102	88909	122477
2103	88941	122420
2104	88967	122357
2105	88991	122289
2106	89017	122224
2107	89038	122153
2108	89065	122090
2109	89173	122138
2110	89198	122072
2111	89222	122005
2112	89247	121939
2113	89270	121870
2114	89293	121801
2115	89390	121834
2116	89428	121787
2117	89459	121728
2118	89481	121659
2119	89503	121590
2120	89527	121523
2121	89549	121452
2122	89607	121432
2123	89679	121430
2124	89710	121373
2125	89735	121307
2126	89760	121242
2127	89784	121175
2128	89805	121105
2129	89829	121037
2130	89927	121070
2131	89956	121011
2132	89979	120943
2133	90081	120981
2134	90125	120941
2135	90152	120878
2136	90178	120814
2137	90203	120748
2138	90225	120680
2139	90248	120612
2140	90351	120650
2141	90387	120600
2142	90415	120540
2143	90440	120475
2144	90463	120407
2145	90487	120341
2146	90511	120275
2147	90612	120311
2148	90639	120248
2149	90665	120184
2150	90688	120117
2151	90799	120165
2152	90821	120096
2153	90841	120025
2154	90862	119955
2155	91101	120172
2156	91133	120116
2157	91157	120051
2158	91229	120047
2159	91284	120021
2160	91307	119954
2161	91332	119889
2162	91354	119821
2163	91390	119769
2164	91480	119790
2165	91502	119721
2166	91523	119651
2167	91620	119681
2168	91645	119616
2169	91666	119547
2170	91688	119477
2171	91740	119448
2172	91809	119441
2173	91833	119375
2174	91855	119307
2175	91875	119235
2176	91964	119254
2177	91992	119193
2178	92013	119122
2179	92058	119085
2180	92136	119088
2181	92159	119022
2182	92196	118972
2183	92285	118990
2184	92315	118932
2185	92338	118865
2186	92358	118795
2187	92381	118727
2188	92402	118657
2189	92452	118626
2190	92527	118625
2191	92552	118561
2192	92577	118497
2193	92601	118431
2194	92623	118364
2195	92644	118294
2196	92720	118296
2197	92768	118260
2198	92792	118195
2199	92816	118129
2200	92836	118060
2201	92855	117988
2202	92952	118014
2203	92989	117967
2204	93012	117900
2205	93037	117835
2206	93057	117765
2207	93078	117697
2208	93108	117639
2209	93202	117663
2210	93230	117602
2211	93253	117536
2212	93275	117469
2213	93296	117400
2214	93351	117374
2215	93423	117369
2216	93446	117303
2217	93470	117238
2218	93490	117168
2219	93511	117100
2220	93533	117033
2221	93605	117028
2222	93663	117005
2223	93692	116947
2224	93717	116883
2225	93741	116819
2226	93766	116755
2227	93789	116690
2228	93816	116628
2229	93913	116654
2230	93952	116608
2231	93980	116548
2232	94006	116487
2233	94031	116423
2234	94056	116361
2235	94077	116293
2236	94184	116330
2237	94226	116287
2238	94254	116229
2239	94281	116168
2240	94307	116106
2241	94331	116041
2242	94354	115976
2243	94377	115911
2244	94466	115927
2245	94502	115876
2246	94529	115816
2247	94556	115756
2248	94583	115695
2249	94607	115630
2250	94629	115565
2251	94684	115538
2252	94757	115534
2253	94790	115481
2254	94815	115418
2255	94842	115357
2256	94872	115300
2257	94893	115234
2258	95020	115294
2259	95063	115253
2260	95092	115196
2261	95117	115133
2262	95140	115068
2263	95162	115001
2264	95214	114971
2265	95286	114965
2266	95321	114915
2267	95349	114856
2268	95373	114793
2269	95399	114731
2270	95569	114842
2271	95601	114789
2272	95628	114729
2273	95652	114664
2274	95749	114688
2275	95778	114630
2276	95804	114569
2277	95826	114503
2278	95850	114440
2279	95875	114377
2280	95911	114328
2281	96000	114342
2282	96030	114286
2283	96052	114220
2284	96080	114160
2285	96103	114096
2286	96126	114031
2287	96234	114068
2288	96266	114014
2289	96295	113957
2290	96318	113892
2291	96343	113829
2292	96362	113760
2293	96386	113697
2294	96457	113689
2295	96519	113670
2296	96549	113615
2297	96578	113557
2298	96604	113496
2299	96628	113433
2300	96652	113370
2301	96710	113346
2302	96777	113333
2303	96809	113280
2304	96838	113222
2305	96864	113162
2306	96887	113098
2307	96908	113031
2308	96940	112978
2309	97045	113009
2310	97076	112954
2311	97102	112894
2312	97128	112833
2313	97155	112774
2314	97177	112708
2315	97207	112652
2316	97306	112677
2317	97344	112630
2318	97372	112572
2319	97398	112512
2320	97420	112446
2321	97443	112383
2322	97465	112318
2323	97488	112254
2324	97585	112275
2325	97624	112230
2326	97655	112175
2327	97682	112117
2328	97708	112056
2329	97731	111992
2330	97753	111928
2331	97818	111911
2332	97881	111894
2333	97913	111841
2334	97937	111779
2335	97961	111716
2336	97985	111653
2337	98005	111586
2338	98026	111521
2339	98120	111538
2340	98158	111492
2341	98187	111435
2342	98211	111373
2343	98236	111312
2344	98260	111250
2345	98281	111185
2346	98323	111142
2347	98408	111150
2348	98438	111094
2349	98463	111032
2350	98488	110972
2351	98511	110908
2352	98533	110845
2353	98633	110868
2354	98670	110821
2355	98697	110762
2356	98723	110702
2357	98753	110647
2358	98775	110583
2359	98797	110519
2360	98935	110584
2361	98958	110521
2362	98983	110460
2363	99006	110398
2364	99111	110426
2365	99143	110373
2366	99169	110313
2367	99193	110252
2368	99216	110189
2369	99239	110126
2370	99303	110109
2371	99365	110089
2372	99393	110032
2373	99421	109975
2374	99447	109915
2375	99472	109854
2376	99492	109789
2377	99515	109726
2378	99609	109741
2379	99648	109697
2380	99675	109639
2381	99701	109579
2382	99724	109516
2383	99749	109456
2384	99772	109394
2385	99825	109364
2386	99897	109355
2387	99925	109298
2388	99953	109241
2389	99978	109181
2390	99997	109114
2391	100021	109053
2392	100043	108990
2393	100118	108984
2394	100183	108967
2395	100215	108915
2396	100246	108862
2397	100270	108800
2398	100295	108740
2399	100318	108678
2400	100342	108617
2401	100473	108671
2402	100501	108614
2403	100524	108553
2404	100545	108488
2405	100673	108540
2406	100696	108478
2407	100718	108414
2408	100738	108349
2409	100754	108280
2410	100804	108247
2411	100885	108246
2412	100920	108197
2413	100944	108137
2414	100963	108070
2415	100982	108004
2416	100999	107936
2417	101109	107967
2418	101128	107901
2419	101146	107834
2420	101258	107866
2421	101283	107807
2422	101291	107729
2423	101300	107652
2424	101309	107575
2425	101316	107497
2426	101323	107418
2427	101331	107341
2428	101340	107264
2429	101348	107187
2430	101355	107109
2431	101374	107043
2432	101410	106996
2433	101444	106945
2434	101462	106879
2435	101480	106812
2436	101490	106737
2437	101501	106664
2438	101512	106590
2439	101522	106515
2440	101531	106439
2441	101542	106365
2442	101551	106290
2443	101612	106269
2444	101631	106203
2445	101649	106137
2446	101857	106269
2447	102060	106396
2448	102207	106464
2449	102247	106421
2450	102275	106365
2451	102416	106426
2452	102448	106374
2453	102476	106317
2454	102502	106259
2455	102526	106199
2456	102547	106136
2457	102702	106212
2458	102746	106172
2459	102772	106114
2460	102802	106060
2461	102948	106125
2462	102991	106086
2463	103023	106033
2464	103051	105977
2465	103199	106044
2466	103236	105998
2467	103263	105941
2468	103289	105883
2469	103312	105822
2470	103394	105821
2471	103465	105809
2472	103500	105760
2473	103529	105705
2474	103556	105648
2475	103577	105585
2476	103636	105561
2477	103719	105561
2478	103751	105509
2479	103846	105521
2480	103877	105468
2481	103902	105409
2482	103926	105349
2483	103947	105287
2484	104044	105300
2485	104082	105255
2486	104111	105200
2487	104139	105143
2488	104164	105084
2489	104186	105023
2490	104210	104963
2491	104339	105009
2492	104371	104957
2493	104393	104895
2494	104414	104832
2495	104616	104951
2496	104705	104957
2497	104860	105028
2498	105051	105136
2499	105077	105077
2500	105102	105018
2501	105183	105015
2502	105253	105000
2503	105288	104952
2504	105317	104897
2505	105349	104844
2506	105377	104788
2507	105504	104831
2508	105537	104780
2509	105569	104728
2510	105595	104670
2511	105619	104610
2512	105644	104551
2513	105754	104576
2514	105789	104527
2515	105817	104471
2516	105842	104412
2517	105868	104354
2518	105891	104293
2519	105992	104310
2520	106027	104261
2521	106054	104204
2522	106079	104144
2523	106103	104085
2524	106124	104022
2525	106144	103959
2526	106250	103979
2527	106293	103938
2528	106324	103885
2529	106350	103828
2530	106376	103770
2531	106398	103709
2532	106421	103648
2533	106521	103663
2534	106558	103615
2535	106652	103624
2536	106673	103562
2537	106711	103515
2538	106795	103515
2539	106821	103457
2540	106845	103397
2541	106866	103334
2542	106951	103334
2543	107001	103300
2544	107025	103241
2545	107048	103180
2546	107069	103117
2547	107091	103056
2548	107126	103007
2549	107222	103017
2550	107246	102957
2551	107268	102897
2552	107291	102836
2553	107312	102774
2554	107420	102795
2555	107451	102743
2556	107476	102684
2557	107496	102621
2558	107519	102561
2559	107541	102500
2560	107618	102492
2561	107684	102472
2562	107708	102413
2563	107732	102354
2564	107752	102290
2565	107775	102230
2566	107834	102205
2567	107924	102208
2568	107952	102153
2569	107977	102095
2570	108000	102035
2571	108022	101974
2572	108041	101911
2573	108079	101865
2574	108182	101880
2575	108210	101825
2576	108239	101771
2577	108268	101717
2578	108292	101657
2579	108314	101597
2580	108417	101612
2581	108469	101580
2582	108495	101522
2583	108520	101465
2584	108547	101408
2585	108643	101417
2586	108684	101374
2587	108709	101316
2588	108731	101256
2589	108751	101193
2590	108777	101137
2591	108880	101150
2592	108916	101104
2593	108956	101059
2594	108983	101003
2595	109005	100943
2596	109026	100882
2597	109073	100845
2598	109155	100839
2599	109186	100787
2600	109213	100732
2601	109240	100676
2602	109266	100618
2603	109289	100559
2604	109381	100564
2605	109436	100533
2606	109463	100478
2607	109490	100422
2608	109516	100365
2609	109541	100307
2610	109563	100247
2611	109628	100227
2612	109700	100212
2613	109729	100158
2614	109754	100101
2615	109777	100041
2616	109801	99983
2617	109823	99923
2618	109861	99877
2619	109952	99880
2620	109984	99829
2621	110011	99773
2622	110034	99715
2623	110058	99656
2624	110080	99596
2625	110100	99535
2626	110201	99545
2627	110245	99506
2628	110274	99452
2629	110299	99395
2630	110324	99338
2631	110346	99278
2632	110368	99218
2633	110462	99223
2634	110501	99178
2635	110526	99121
2636	110551	99064
2637	110574	99005
2638	110597	98946
2639	110638	98904
2640	110727	98904
2641	110757	98851
2642	110782	98794
2643	110805	98735
2644	110824	98673
2645	110843	98610
2646	110905	98587
2647	110963	98559
2648	110986	98500
2649	111007	98440
2650	111028	98379
2651	111051	98321
2652	111155	98335
2653	111186	98283
2654	111206	98221
2655	111228	98162
2656	111251	98104
2657	111299	98067
2658	111386	98065
2659	111413	98010
2660	111465	97976
2661	111488	97918
2662	111523	97871
2663	111614	97872
2664	111642	97818
2665	111699	97789
2666	111716	97725
2667	111738	97666
2668	111816	97656
2669	111864	97619
2670	111896	97568
2671	111920	97511
2672	111945	97454
2673	111968	97396
2674	111990	97337
2675	112015	97280
2676	112119	97293
2677	112147	97239
2678	112173	97183
2679	112195	97124
2680	112217	97065
2681	112239	97006
2682	112355	97028
2683	112380	96971
2684	112403	96913
2685	112442	96869
2686	112536	96873
2687	112572	96825
2688	112597	96769
2689	112621	96712
2690	112648	96657
2691	112671	96599
2692	112692	96539
2693	112781	96537
2694	112824	96497
2695	112854	96445
2696	112880	96390
2697	112905	96333
2698	112925	96273
2699	112948	96215
2700	112996	96179
2701	113071	96165
2702	113096	96108
2703	113118	96050
2704	113151	96001
2705	113239	95998
2706	113275	95951
2707	113321	95913
2708	113345	95856
2709	113366	95796
2710	113441	95782
2711	113507	95761
2712	113533	95706
2713	113561	95652
2714	113584	95595
2715	113606	95536
2716	113630	95479
2717	113670	95436
2718	113760	95434
2719	113790	95383
2720	113817	95328
2721	113843	95273
2722	113869	95219
2723	113891	95160
2724	114083	95243
2725	114153	95225
2726	114217	95202
2727	114245	95148
2728	114271	95093
2729	114294	95036
2730	114319	94980
2731	114341	94921
2732	114378	94875
2733	114472	94877
2734	114504	94827
2735	114531	94773
2736	114557	94717
2737	114581	94661
2738	114604	94603
2739	114629	94548
2740	114730	94555
2741	114768	94510
2742	114795	94455
2743	114820	94400
2744	114845	94345
2745	114869	94288
2746	114891	94230
2747	114989	94234
2748	115035	94196
2749	115067	94145
2750	115093	94091
2751	115119	94036
2752	115145	93981
2753	115168	93924
2754	115193	93869
2755	115290	93872
2756	115330	93829
2757	115357	93775
2758	115383	93720
2759	115406	93662
2760	115430	93606
2761	115452	93549
2762	115537	93542
2763	115584	93504
2764	115615	93454
2765	115641	93399
2766	115665	93343
2767	115689	93287
2768	115712	93230
2769	115753	93187
2770	115839	93181
2771	115869	93130
2772	115896	93076
2773	115920	93020
2774	115943	92964
2775	115976	92914
2776	116107	92944
2777	116138	92894
2778	116162	92837
2779	116184	92780
2780	116216	92731
2781	116310	92730
2782	116350	92687
2783	116380	92636
2784	116405	92580
2785	116430	92525
2786	116455	92470
2787	116477	92413
2788	116500	92356
2789	116616	92374
2790	116651	92326
2791	116676	92271
2792	116700	92215
2793	116723	92158
2794	116747	92103
2795	116776	92051
2796	116880	92058
2797	116915	92011
2798	116943	91958
2799	116980	91913
2800	117004	91857
2801	117027	91800
2802	117122	91800
2803	117160	91756
2804	117192	91706
2805	117219	91653
2806	117242	91597
2807	117265	91540
2808	117289	91485
2809	117390	91489
2810	117426	91442
2811	117452	91388
2812	117479	91335
2813	117502	91279
2814	117526	91224
2815	117547	91166
2816	117581	91118
2817	117678	91119
2818	117722	91079
2819	117751	91028
2820	117775	90972
2821	117798	90915
2822	117820	90859
2823	117872	90825
2824	117950	90811
2825	117980	90760
2826	118007	90707
2827	118033	90654
2828	118058	90598
2829	118079	90541
2830	118101	90484
2831	118215	90498
2832	118247	90448
2833	118273	90395
2834	118301	90342
2835	118323	90286
2836	118348	90231
2837	118376	90180
2838	118475	90181
2839	118506	90131
2840	118534	90079
2841	118559	90024
2842	118581	89968
2843	118603	89911
2844	118623	89853
2845	118676	89820
2846	118748	89801
2847	118776	89749
2848	118801	89695
2849	118826	89640
2850	118849	89585
2851	118872	89529
2852	118959	89521
2853	119004	89482
2854	119034	89432
2855	119061	89379
2856	119086	89325
2857	119108	89268
2858	119131	89212
2859	119198	89190
2860	119262	89165
2861	119293	89115
2862	119319	89062
2863	119344	89008
2864	119367	88953
2865	119390	88897
2866	119415	88842
2867	119514	88844
2868	119554	88801
2869	119584	88750
2870	119611	88698
2871	119636	88644
2872	119660	88589
2873	119684	88534
2874	119706	88478
2875	119808	88481
2876	119842	88434
2877	119870	88382
2878	119909	88338
2879	119933	88284
2880	119957	88229
2881	120005	88193
2882	120082	88177
2883	120116	88130
2884	120143	88077
2885	120168	88023
2886	120192	87969
2887	120216	87914
2888	120238	87858
2889	120355	87872
2890	120383	87820
2891	120410	87768
2892	120436	87714
2893	120456	87658
2894	120488	87609
2895	120589	87610
2896	120625	87565
2897	120657	87516
2898	120681	87462
2899	120706	87407
2900	120728	87352
2901	120749	87295
2902	120770	87239
2903	120864	87235
2904	120905	87193
2905	120932	87141
2906	120956	87086
2907	120982	87034
2908	121007	86980
2909	121029	86925
2910	121105	86908
2911	121169	86882
2912	121191	86827
2913	121214	86772
2914	121238	86718
2915	121262	86663
2916	121395	86687
2917	121506	86695
2918	121533	86642
2919	121555	86587
2920	121575	86530
2921	121596	86474
2922	121674	86458
2923	121723	86421
2924	121748	86368
2925	121772	86314
2926	121795	86259
2927	121818	86204
2928	121837	86147
2929	121916	86132
2930	121963	86094
2931	121987	86040
2932	122011	85986
2933	122033	85931
2934	122057	85876
2935	122078	85821
2936	122177	85819
2937	122211	85772
2938	122234	85718
2939	122260	85665
2940	122276	85606
2941	122298	85550
2942	122322	85496
2943	122417	85492
2944	122447	85442
2945	122468	85387
2946	122491	85332
2947	122512	85276
2948	122557	85237
2949	122651	85232
2950	122685	85185
2951	122714	85134
2952	122739	85081
2953	122758	85024
2954	122781	84970
2955	122803	84915
2956	122842	84872
2957	122934	84865
2958	122964	84816
2959	122991	84764
2960	123017	84712
2961	123042	84658
2962	123064	84604
2963	123088	84550
2964	123184	84546
2965	123222	84502
2966	123253	84453
2967	123277	84400
2968	123301	84346
2969	123323	84291
2970	123346	84237
2971	123402	84205
2972	123474	84185
2973	123505	84136
2974	123532	84085
2975	123558	84032
2976	123581	83978
2977	123602	83923
2978	123631	83873
2979	123755	83887
2980	123825	83865
2981	123859	83819
2982	123883	83765
2983	123906	83711
2984	123928	83656
2985	123952	83603
2986	124055	83603
2987	124103	83566
2988	124202	83563
2989	124240	83519
2990	124268	83468
2991	124293	83416
2992	124318	83363
2993	124342	83310
2994	124365	83256
2995	124464	83253
2996	124503	83209
2997	124529	83158
2998	124554	83105
2999	124579	83053
3000	124615	83008
3001	124685	82985
3002	124756	82963
3003	124786	82913
3004	124811	82861
3005	124834	82807
3006	124857	82753
3007	124880	82700
3008	124910	82651
3009	125011	82648
3010	125038	82597
3011	125063	82544
3012	125085	82490
3013	125107	82436
3014	125129	82381
3015	125177	82344
3016	125252	82325
3017	125284	82277
3018	125309	82225
3019	125334	82172
3020	125358	82120
3021	125380	82065
3022	125405	82013
3023	125507	82011
3024	125531	81958
3025	125552	81903
3026	125574	81849
3027	125646	81827
3028	125699	81794
3029	125725	81742
3030	125747	81687
3031	125768	81633
3032	125790	81579
3033	125887	81573
3034	125913	81522
3035	125934	81467
3036	125957	81413
3037	126009	81379
3038	126081	81357
3039	126104	81304
3040	126126	81250
3041	126150	81197
3042	126170	81142
3043	126262	81133
3044	126295	81086
3045	126318	81032
3046	126338	80977
3047	126382	80937
3048	126465	80922
3049	126490	80871
3050	126514	80818
3051	126536	80764
3052	126559	80710
3053	126579	80656
3054	126625	80617
3055	126702	80598
3056	126726	80546
3057	126749	80492
3058	126770	80438
3059	126791	80384
3060	126850	80353
3061	126913	80325
3062	126934	80271
3063	126956	80218
3064	126978	80164
3065	127083	80163
3066	127108	80110
3067	127131	80058
3068	127152	80003
3069	127175	79950
3070	127231	79918
3071	127297	79892
3072	127321	79840
3073	127342	79786
3074	127370	79735
3075	127468	79730
3076	127497	79681
3077	127521	79628
3078	127543	79575
3079	127564	79520
3080	127639	79499
3081	127691	79465
3082	127713	79411
3083	127736	79358
3084	127758	79305
3085	127778	79250
3086	127873	79242
3087	127901	79192
3088	127923	79139
3089	127943	79085
3090	127991	79047
3091	128070	79029
3092	128094	78977
3093	128115	78923
3094	128137	78869
3095	128158	78815
3096	128219	78786
3097	128278	78755
3098	128305	78705
3099	128329	78653
3100	128352	78600
3101	128433	78583
3102	128484	78548
3103	128506	78494
3104	128529	78442
3105	128645	78446
3106	128682	78402
3107	128707	78351
3108	128732	78299
3109	128755	78247
3110	128779	78194
3111	128844	78167
3112	128914	78143
3113	128943	78094
3114	128970	78044
3115	128993	77992
3116	129013	77937
3117	129036	77885
3118	129060	77833
3119	129164	77829
3120	129194	77781
3121	129220	77731
3122	129243	77678
3123	129266	77625
3124	129292	77575
3125	129388	77566
3126	129418	77518
3127	129441	77466
3128	129464	77413
3129	129484	77359
3130	129507	77307
3131	129603	77298
3132	129632	77250
3133	129659	77199
3134	129682	77147
3135	129704	77095
3136	129779	77073
3137	129839	77042
3138	129869	76994
3139	129895	76944
3140	129925	76896
3141	129949	76844
3142	129971	76791
3143	130032	76762
3144	130102	76737
3145	130132	76689
3146	130158	76639
3147	130183	76588
3148	130207	76536
3149	130230	76484
3150	130276	76445
3151	130364	76432
3152	130393	76383
3153	130420	76333
3154	130444	76282
3155	130468	76230
3156	130505	76186
3157	130589	76170
3158	130619	76122
3159	130644	76071
3160	130669	76020
3161	130692	75968
3162	130715	75916
3163	130801	75901
3164	130838	75857
3165	130862	75805
3166	130886	75754
3167	130909	75702
3168	130935	75652
3169	131038	75646
3170	131072	75601
3171	131098	75550
3172	131125	75501
3173	131149	75450
3174	131172	75398
3175	131192	75344
3176	131289	75335
3177	131323	75290
3178	131351	75241
3179	131379	75191
3180	131403	75140
3181	131425	75088
3182	131485	75057
3183	131552	75031
3184	131578	74981
3185	131606	74932
3186	131629	74880
3187	131652	74828
3188	131681	74780
3189	131808	74788
3190	131838	74740
3191	131864	74689
3192	131889	74639
3193	131914	74588
3194	131937	74537
3195	132034	74527
3196	132074	74485
3197	132104	74438
3198	132129	74387
3199	132151	74335
3200	132173	74283
3201	132196	74231
3202	132251	74197
3203	132351	74189
3204	132462	74187
3205	132492	74139
3206	132518	74089
3207	132540	74037
3208	132563	73986
3209	132668	73980
3210	132700	73933
3211	132727	73884
3212	132753	73834
3213	132775	73782
3214	132798	73731
3215	132904	73725
3216	132946	73684
3217	132973	73635
3218	132999	73585
