iter	Passed	Remaining
401	14777	169027
402	14799	168821
403	14896	169469
404	14933	169435
405	14961	169296
406	14985	169107
407	15009	168927
408	15031	168731
409	15054	168534
410	15091	168507
411	15178	169029
412	15215	168992
413	15241	168836
414	15266	168672
415	15293	168517
416	15315	168327
417	15350	168271
418	15439	168798
419	15475	168755
420	15503	168622
421	15529	168471
422	15550	168261
423	15571	168059
424	15595	167877
425	15654	168081
426	15717	168330
427	15749	168241
428	15777	168111
429	15802	167950
430	15827	167781
431	15849	167592
432	15873	167421
433	15970	168016
434	16003	167947
435	16033	167831
436	16060	167697
437	16084	167529
438	16108	167356
439	16132	167190
440	16231	167802
441	16268	167768
442	16300	167675
443	16326	167530
444	16350	167360
445	16374	167192
446	16397	167019
447	16479	167448
448	16535	167602
449	16559	167431
450	16582	167259
451	16603	167060
452	16627	166901
453	16671	166933
454	16764	167462
455	16799	167407
456	16828	167292
457	16855	167157
458	16880	167001
459	16902	166815
460	16924	166637
461	16963	166622
462	17046	167042
463	17082	166998
464	17111	166880
465	17135	166720
466	17161	166581
467	17185	166418
468	17211	166275
469	17313	166874
470	17351	166849
471	17377	166708
472	17404	166576
473	17428	166414
474	17451	166245
475	17472	166065
476	17575	166651
477	17612	166618
478	17639	166484
479	17664	166342
480	17686	166168
481	17711	166017
482	17734	165847
483	17795	166044
484	17862	166288
485	17893	166193
486	17919	166059
487	17944	165916
488	17967	165747
489	17989	165580
490	18024	165523
491	18114	165979
492	18149	165925
493	18177	165807
494	18202	165659
495	18226	165509
496	18250	165358
497	18274	165206
498	18378	165777
499	18417	165757
500	18443	165623
501	18469	165491
502	18493	165341
503	18516	165181
504	18537	165002
505	18632	165485
506	18672	165474
507	18701	165372
508	18728	165245
509	18750	165079
510	18771	164905
511	18796	164762
512	18849	164870
513	18922	165144
514	18952	165048
515	18978	164919
516	19003	164780
517	19025	164621
518	19049	164474
519	19072	164312
520	19145	164589
521	19198	164697
522	19230	164614
523	19257	164493
524	19279	164333
525	19302	164178
526	19324	164023
527	19358	163963
528	19450	164394
529	19483	164320
530	19508	164183
531	19533	164050
532	19558	163920
533	19582	163777
534	19602	163601
535	19679	163901
536	19731	163989
537	19763	163908
538	19788	163777
539	19810	163618
540	19835	163487
541	19859	163345
542	19903	163372
543	19997	163802
544	20033	163762
545	20064	163672
546	20091	163559
547	20117	163432
548	20139	163281
549	20162	163135
550	20238	163416
551	20308	163642
552	20339	163565
553	20366	163446
554	20391	163319
555	20415	163176
556	20437	163019
557	20458	162861
558	20525	163067
559	20586	163218
560	20621	163168
561	20646	163040
562	20671	162911
563	20695	162774
564	20717	162626
565	20758	162621
566	20843	162963
567	20881	162933
568	20907	162812
569	20934	162700
570	20959	162570
571	20981	162423
572	21006	162296
573	21111	162787
574	21149	162756
575	21176	162648
576	21199	162507
577	21222	162366
578	21246	162226
579	21270	162098
580	21391	162703
581	21418	162587
582	21444	162468
583	21466	162324
584	21489	162180
585	21521	162110
586	21611	162475
587	21645	162412
588	21674	162316
589	21700	162202
590	21725	162078
591	21747	161929
592	21769	161785
593	21868	162206
594	21905	162177
595	21935	162088
596	21961	161969
597	21985	161842
598	22008	161705
599	22033	161580
600	22107	161817
601	22163	161915
602	22195	161846
603	22221	161728
604	22245	161604
605	22270	161482
606	22293	161344
607	22361	161528
608	22447	161851
609	22478	161773
610	22504	161659
611	22528	161528
612	22553	161409
613	22578	161285
614	22603	161163
615	22697	161533
616	22739	161534
617	22765	161422
618	22793	161321
619	22818	161198
620	22839	161055
621	22862	160921
622	22911	160966
623	22987	161210
624	23020	161142
625	23047	161038
626	23070	160905
627	23095	160782
628	23116	160642
629	23139	160508
630	23234	160873
631	23267	160812
632	23293	160702
633	23320	160593
634	23345	160474
635	23368	160343
636	23427	160459
637	23492	160621
638	23520	160519
639	23546	160409
640	23569	160276
641	23591	160145
642	23615	160017
643	23714	160403
644	23747	160342
645	23846	160723
646	23885	160701
647	23916	160625
648	23942	160512
649	23968	160401
650	23990	160269
651	24014	160148
652	24046	160077
653	24138	160408
654	24171	160343
655	24199	160248
656	24225	160142
657	24248	160011
658	24271	159879
659	24292	159742
660	24385	160073
661	24442	160169
662	24472	160083
663	24499	159983
664	24524	159869
665	24549	159756
666	24572	159629
667	24595	159500
668	24697	159890
669	24742	159905
670	24772	159823
671	24798	159715
672	24823	159599
673	24848	159485
674	24868	159344
675	24890	159210
676	24984	159540
677	25023	159515
678	25052	159428
679	25088	159385
680	25113	159273
681	25138	159158
682	25170	159090
683	25381	160157
684	25447	160298
685	25545	160647
686	25579	160587
687	25633	160657
688	25656	160527
689	25815	161252
690	25859	161254
691	25884	161141
692	25959	161339
693	26096	161921
694	26163	162066
695	26344	162913
696	26375	162831
697	26406	162751
698	26617	163781
699	26891	165190
700	26925	165122
701	27054	165643
702	27103	165668
703	27174	165823
704	27200	165708
705	27330	166225
706	27366	166172
707	27389	166041
708	27418	165940
709	27443	165820
710	27466	165689
711	27585	166130
712	27627	166111
713	27655	166007
714	27683	165905
715	27709	165792
716	27855	166391
717	27888	166321
718	27922	166253
719	27949	166146
720	27975	166027
721	28092	166456
722	28142	166480
723	28181	166440
724	28205	166314
725	28230	166193
726	28251	166052
727	28319	166182
728	28383	166288
729	28410	166181
730	28434	166054
731	28459	165937
732	28483	165809
733	28527	165802
734	28609	166015
735	28629	165867
736	28652	165733
737	28795	166295
738	28832	166246
739	28861	166149
740	28885	166025
741	28906	165881
742	29009	166211
743	29050	166179
744	29080	166092
745	29106	165976
746	29131	165856
747	29154	165726
748	29174	165581
749	29238	165686
750	29302	165786
751	29333	165703
752	29360	165594
753	29382	165461
754	29404	165324
755	29426	165191
756	29450	165068
757	29568	165471
758	29615	165480
759	29644	165386
760	29677	165311
761	29696	165162
762	29713	165002
763	29823	165356
764	29855	165278
765	29883	165176
766	29909	165067
767	29934	164953
768	29956	164818
769	29978	164689
770	30068	164926
771	30108	164895
772	30136	164794
773	30160	164677
774	30184	164554
775	30206	164425
776	30251	164418
777	30332	164606
778	30368	164550
779	30393	164437
780	30417	164318
781	30440	164192
782	30464	164072
783	30487	163948
784	30599	164299
785	30629	164212
786	30653	164093
787	30677	163979
788	30702	163862
789	30722	163723
790	30823	164016
791	30864	163985
792	30892	163891
793	30918	163782
794	30941	163661
795	30963	163531
796	30983	163394
797	31046	163482
798	31123	163643
799	31155	163563
800	31189	163501
801	31204	163338
802	31222	163188
803	31238	163031
804	31259	162900
805	31283	162784
806	31368	162984
807	31423	163028
808	31453	162943
809	31480	162841
810	31504	162729
811	31527	162609
812	31549	162481
813	31608	162545
814	31693	162745
815	31719	162642
816	31745	162536
817	31772	162434
818	31796	162318
819	31819	162203
820	31896	162358
821	31954	162414
822	31985	162339
823	32012	162236
824	32037	162131
825	32060	162012
826	32083	161892
827	32144	161964
828	32208	162051
829	32235	161953
830	32259	161840
831	32284	161732
832	32309	161622
833	32331	161501
834	32427	161751
835	32463	161697
836	32489	161593
837	32515	161488
838	32538	161373
839	32560	161253
840	32637	161401
841	32683	161398
842	32711	161307
843	32736	161198
844	32760	161088
845	32782	160967
846	32805	160850
847	32906	161116
848	32941	161060
849	32970	160972
850	32995	160866
851	33019	160758
852	33042	160643
853	33065	160524
854	33161	160764
855	33191	160686
856	33214	160569
857	33237	160455
858	33282	160447
859	33371	160648
860	33403	160578
861	33427	160469
862	33454	160371
863	33475	160248
864	33499	160137
865	33521	160022
866	33622	160277
867	33661	160241
868	33687	160141
869	33713	160041
870	33736	159929
871	33759	159817
872	33781	159698
873	33868	159888
874	33901	159821
875	33994	160039
876	34031	159990
877	34051	159865
878	34077	159763
879	34100	159652
880	34118	159515
881	34142	159408
882	34280	159834
883	34314	159770
884	34340	159672
885	34363	159563
886	34385	159444
887	34408	159333
888	34428	159205
889	34486	159258
890	34557	159365
891	34588	159292
892	34613	159189
893	34637	159083
894	34662	158983
895	34685	158873
896	34707	158754
897	34807	158999
898	34846	158961
899	34872	158865
900	34898	158768
901	34923	158665
902	34946	158556
903	34969	158444
904	35053	158610
905	35101	158614
906	35130	158533
907	35156	158438
908	35181	158334
909	35203	158220
910	35222	158095
911	35245	157987
912	35340	158200
913	35372	158130
914	35398	158035
915	35423	157938
916	35444	157818
917	35465	157700
918	35501	157652
919	35580	157792
920	35610	157712
921	35635	157617
922	35660	157516
923	35684	157414
924	35706	157300
925	35762	157340
926	35827	157417
927	35856	157333
928	35880	157231
929	35903	157124
930	35923	157004
931	35945	156895
932	36048	157138
933	36094	157129
934	36122	157047
935	36148	156951
936	36173	156855
937	36195	156744
938	36218	156639
939	36320	156872
940	36354	156813
941	36379	156715
942	36404	156619
943	36425	156508
944	36447	156396
945	36508	156452
946	36567	156500
947	36588	156388
948	36620	156322
949	36704	156476
950	36730	156383
951	36753	156277
952	36775	156169
953	36798	156064
954	36849	156079
955	36919	156176
956	36947	156092
957	36974	156001
958	36995	155888
959	37017	155780
960	37041	155682
961	37099	155726
962	37160	155781
963	37184	155681
964	37208	155583
965	37237	155502
966	37332	155700
967	37357	155603
968	37379	155497
969	37402	155393
970	37497	155590
971	37525	155508
972	37550	155411
973	37574	155312
974	37595	155203
975	37624	155122
976	37719	155318
977	37744	155222
978	37765	155112
979	37787	155006
980	37867	155138
981	37915	155135
982	37942	155052
983	37968	154962
984	37994	154870
985	38017	154768
986	38060	154750
987	38140	154879
988	38166	154788
989	38186	154674
990	38207	154563
991	38231	154467
992	38315	154611
993	38357	154586
994	38380	154484
995	38403	154383
996	38421	154264
997	38442	154156
998	38546	154380
999	38574	154299
1000	38594	154183
1001	38613	154069
1002	38715	154282
1003	38740	154188
1004	38763	154089
1005	38817	154111
1006	38890	154211
1007	38922	154144
1008	38949	154060
1009	38975	153974
1010	38998	153871
1011	39050	153887
1012	39135	154029
1013	39166	153961
1014	39196	153890
1015	39222	153801
1016	39246	153704
1017	39268	153601
1018	39292	153505
1019	39389	153694
1020	39411	153591
1021	39461	153599
1022	39541	153720
1023	39573	153657
1024	39599	153567
1025	39625	153481
1026	39652	153395
1027	39674	153296
1028	39710	153245
1029	39812	153450
1030	39844	153389
1031	39867	153290
1032	39893	153201
1033	39917	153108
1034	39940	153007
1035	39978	152966
1036	40066	153117
1037	40095	153044
1038	40122	152960
1039	40149	152877
1040	40176	152792
1041	40198	152692
1042	40219	152586
1043	40315	152764
1044	40350	152714
1045	40378	152633
1046	40403	152544
1047	40425	152445
1048	40448	152347
1049	40507	152386
1050	40577	152465
1051	40607	152395
1052	40634	152312
1053	40661	152229
1054	40684	152132
1055	40710	152046
1056	40768	152081
1057	40868	152270
1058	40897	152196
1059	40923	152113
1060	40950	152028
1061	40975	151939
1062	41002	151859
1063	41104	152054
1064	41141	152009
1065	41167	151927
1066	41192	151836
1067	41218	151750
1068	41242	151658
1069	41262	151553
1070	41356	151716
1071	41399	151696
1072	41426	151615
1073	41453	151533
1074	41476	151438
1075	41499	151343
1076	41523	151250
1077	41593	151327
1078	41655	151372
1079	41686	151305
1080	41708	151209
1081	41735	151125
1082	41757	151028
1083	41780	150932
1084	41811	150867
1085	41908	151041
1086	41943	150989
1087	41971	150913
1088	41997	150827
1089	42019	150730
1090	42040	150630
1091	42063	150535
1092	42161	150708
1093	42197	150660
1094	42225	150584
1095	42250	150498
1096	42274	150407
1097	42297	150314
1098	42321	150224
1099	42370	150223
1100	42450	150332
1101	42483	150272
1102	42506	150180
1103	42531	150093
1104	42554	150000
1105	42575	149900
1106	42596	149800
1107	42694	149968
1108	42738	149949
1109	42764	149869
1110	42789	149784
1111	42815	149699
1112	42837	149604
1113	42860	149510
1114	42920	149549
1115	43153	150185
1116	43257	150375
1117	43276	150268
1118	43288	150135
1119	43304	150019
1120	43362	150048
1121	43428	150101
1122	43453	150016
1123	43473	149914
1124	43491	149803
1125	43508	149692
1126	43550	149662
1127	43658	149862
1128	43814	150227
1129	43836	150131
1130	43854	150020
1131	43871	149905
1132	43930	149937
1133	43995	149987
1134	44017	149893
1135	44037	149790
1136	44056	149683
1137	44076	149582
1138	44094	149472
1139	44111	149359
1140	44174	149404
1141	44224	149401
1142	44244	149302
1143	44265	149203
1144	44280	149085
1145	44298	148976
1146	44313	148858
1147	44358	148841
1148	44454	148994
1149	44477	148902
1150	44497	148800
1151	44516	148698
1152	44535	148591
1153	44632	148749
1154	44652	148647
1155	44672	148547
1156	44689	148436
1157	44706	148327
1158	44786	148426
1159	44828	148398
1160	44846	148292
1161	44867	148192
1162	44885	148086
1163	44901	147972
1164	44920	147870
1165	45023	148044
1166	45047	147959
1167	45067	147859
1168	45087	147759
1169	45105	147652
1170	45123	147546
1171	45219	147696
1172	45249	147629
1173	45267	147524
1174	45287	147424
1175	45302	147309
1176	45320	147206
1177	45343	147115
1178	45444	147280
1179	45464	147182
1180	45486	147090
1181	45502	146979
1182	45550	146971
1183	45625	147048
1184	45646	146954
1185	45665	146854
1186	45686	146758
1187	45704	146653
1188	45720	146544
1189	45815	146686
1190	45845	146619
1191	45870	146540
1192	45896	146462
1193	45916	146363
1194	45950	146312
1195	46034	146416
1196	46068	146363
1197	46093	146284
1198	46121	146210
1199	46145	146126
1200	46167	146037
1201	46269	146197
1202	46298	146131
1203	46322	146045
1204	46345	145961
1205	46466	146181
1206	46492	146101
1207	46514	146012
1208	46535	145918
1209	46560	145838
1210	46655	145977
1211	46698	145953
1212	46821	146175
1213	46865	146154
1214	46879	146041
1215	46898	145939
1216	46921	145855
1217	47050	146096
1218	47081	146033
1219	47101	145938
1220	47224	146159
1221	47279	146171
1222	47410	146419
1223	47492	146513
1224	47525	146456
1225	47551	146377
1226	47574	146291
1227	47593	146192
1228	47698	146355
1229	47724	146279
1230	47751	146201
1231	47770	146104
1232	47790	146007
1233	47814	145923
1234	47889	145996
1235	47985	146129
1236	48028	146103
1237	48059	146042
1238	48081	145952
1239	48185	146112
1240	48262	146186
1241	48290	146117
1242	48313	146030
1243	48336	145941
1244	48358	145851
1245	48416	145869
1246	48497	145958
1247	48530	145903
1248	48555	145823
1249	48585	145757
1250	48610	145674
1251	48631	145584
1252	48691	145608
1253	48758	145652
1254	48790	145593
1255	48817	145520
1256	48839	145430
1257	48858	145332
1258	48878	145238
1259	48898	145144
1260	49001	145294
1261	49046	145272
1262	49067	145182
1263	49084	145078
1264	49108	144994
1265	49127	144898
1266	49142	144790
1267	49257	144974
1268	49281	144893
1269	49305	144811
1270	49349	144787
1271	49480	145017
1272	50330	147353
1273	50462	147584
1274	50537	147648
1275	50602	147683
1276	50705	147826
1277	50759	147830
1278	50813	147832
1279	50870	147843
1280	50959	147946
1281	51061	148086
1282	51090	148015
1283	51119	147943
1284	51142	147856
1285	51163	147760
1286	51235	147813
1287	51303	147855
1288	51334	147791
1289	51363	147719
1290	51401	147674
1291	51489	147773
1292	51553	147802
1293	51585	147740
1294	51612	147664
1295	51639	147586
1296	51665	147507
1297	51705	147468
1298	51805	147601
1299	51832	147522
1300	51859	147445
1301	51982	147643
1302	52006	147559
1303	52029	147469
1304	52148	147654
1305	52178	147587
1306	52208	147518
1307	52234	147439
1308	52351	147615
1309	52399	147598
1310	52430	147532
1311	52457	147456
1312	52485	147381
1313	52505	147288
1314	52616	147445
1315	52648	147384
1316	52676	147309
1317	52700	147226
1318	52725	147143
1319	52748	147056
1320	52864	147227
1321	52905	147189
1322	52930	147110
1323	52960	147041
1324	52985	146958
1325	53008	146873
1326	53104	146987
1327	53134	146919
1328	53158	146836
1329	53181	146748
1330	53201	146654
1331	53220	146556
1332	53285	146583
1333	53356	146629
1334	53383	146555
1335	53407	146472
1336	53429	146382
1337	53451	146293
1338	53505	146291
1339	53584	146357
1340	53609	146276
1341	53632	146191
1342	53654	146102
1343	53681	146027
1344	53779	146143
1345	53809	146078
1346	53838	146006
1347	53862	145924
1348	53885	145839
1349	53905	145744
1350	54012	145885
1351	54042	145817
1352	54061	145723
1353	54083	145632
1354	54103	145541
1355	54122	145445
1356	54145	145357
1357	54249	145490
1358	54284	145437
1359	54325	145399
1360	54352	145326
1361	54371	145229
1362	54392	145140
1363	54500	145281
1364	54528	145208
1365	54547	145112
1366	54568	145023
1367	54587	144928
1368	54604	144828
1369	54621	144727
1370	54709	144813
1371	54880	145121
1372	54902	145034
1373	54920	144936
1374	54936	144832
1375	54954	144733
1376	55053	144849
1377	55069	144747
1378	55090	144657
1379	55120	144590
1380	55208	144677
1381	55231	144593
1382	55251	144500
1383	55384	144704
1384	55407	144620
1385	55430	144536
1386	55451	144446
1387	55473	144359
1388	55513	144318
1389	55624	144464
1390	55656	144402
1391	55678	144316
1392	55702	144235
1393	55723	144146
1394	55820	144252
1395	55844	144171
1396	55870	144096
1397	55893	144011
1398	55914	143921
1399	55965	143910
1400	56072	144042
1401	56191	144206
1402	56220	144136
1403	56241	144048
1404	56263	143963
1405	56366	144084
1406	56394	144011
1407	56418	143931
1408	56441	143847
1409	56464	143762
1410	56556	143856
1411	56594	143809
1412	56616	143725
1413	56639	143642
1414	56663	143560
1415	56688	143483
1416	56801	143626
1417	56831	143562
1418	56857	143486
1419	56881	143406
1420	56904	143322
1421	56994	143408
1422	57155	143671
1423	57178	143588
1424	57200	143502
1425	57244	143473
1426	57368	143643
1427	57395	143569
1428	57418	143486
1429	57441	143403
1430	57562	143564
1431	57592	143499
1432	57618	143422
1433	57643	143344
1434	57762	143499
1435	57802	143460
1436	57981	143763
1437	58131	143993
1438	58243	144132
1439	58355	144266
1440	58374	144173
1441	58396	144087
1442	58504	144212
1443	58540	144161
1444	58566	144086
1445	58587	143998
1446	58608	143907
1447	58724	144052
1448	58755	143988
1449	58901	144206
1450	58934	144147
1451	59046	144282
1452	59068	144195
1453	59090	144109
1454	59110	144019
1455	59164	144011
1456	59262	144109
1457	59294	144047
1458	59315	143958
1459	59338	143875
1460	59408	143905
1461	59466	143907
1462	59487	143818
1463	59509	143733
1464	59584	143775
1465	59664	143830
1466	59689	143750
1467	59709	143661
1468	59733	143580
1469	59883	143803
1470	60025	144002
1471	60057	143942
1472	60083	143866
1473	60211	144034
1474	60242	143968
1475	60267	143890
1476	60457	144204
1477	60484	144132
1478	60508	144050
1479	60531	143965
1480	60641	144089
1481	60665	144008
1482	60689	143927
1483	60711	143841
1484	60821	143965
1485	60849	143894
1486	60875	143817
1487	60899	143735
1488	60922	143651
1489	61041	143795
1490	61065	143715
1491	61086	143626
1492	61189	143730
1493	61249	143734
1494	61276	143660
1495	61300	143581
1496	61326	143503
1497	61427	143604
1498	61471	143571
1499	61496	143492
1500	61521	143412
1501	61545	143333
1502	61568	143249
1503	61692	143402
1504	61723	143338
1505	61750	143263
1506	61776	143188
1507	61800	143107
1508	61910	143227
1509	61957	143200
1510	61988	143136
1511	62013	143058
1512	62037	142976
1513	62059	142893
1514	62083	142812
1515	62347	143283
1516	62387	143239
1517	62418	143176
1518	62446	143105
1519	62471	143026
1520	62589	143161
1521	62620	143098
1522	62649	143027
1523	62673	142947
1524	62694	142862
1525	62802	142972
1526	62849	142943
1527	62879	142877
1528	62905	142801
1529	62930	142723
1530	62953	142642
1531	62977	142562
1532	63100	142706
1533	63122	142622
1534	63146	142541
1535	63272	142693
1536	63309	142642
1537	63338	142573
1538	63366	142501
1539	63390	142422
1540	63539	142623
1541	63575	142570
1542	63602	142497
1543	63627	142419
1544	63741	142541
1545	63782	142500
1546	63811	142431
1547	63838	142358
1548	63864	142283
1549	63888	142203
1550	63965	142242
1551	64044	142283
1552	64076	142222
1553	64102	142146
1554	64126	142068
1555	64151	141991
1556	64243	142061
1557	64340	142144
1558	64369	142075
1559	64393	141996
1560	64414	141909
1561	64436	141826
1562	64577	142003
1563	64610	141945
1564	64640	141878
1565	64666	141803
1566	64690	141723
1567	64800	141833
1568	64833	141775
1569	64947	141892
1570	65024	141928
1571	65070	141896
1572	65202	142052
1573	65256	142037
1574	65285	141970
1575	65370	142022
1576	65430	142021
1577	65464	141963
1578	65492	141893
1579	65519	141821
1580	65542	141739
1581	65566	141660
1582	65692	141800
1583	65725	141740
1584	65753	141670
1585	65779	141596
1586	65803	141517
1587	65825	141434
1588	65930	141528
1589	65997	141540
1590	66028	141477
1591	66058	141410
1592	66083	141333
1593	66108	141257
1594	66133	141181
1595	66339	141489
1596	66371	141429
1597	66395	141349
1598	66502	141447
1599	66541	141399
1600	66568	141327
1601	66594	141252
1602	66618	141174
1603	66665	141145
1604	66766	141228
1605	66797	141164
1606	66822	141088
1607	66850	141018
1608	66878	140947
1609	66998	141070
1610	67068	141089
1611	67096	141018
1612	67123	140947
1613	67148	140870
1614	67173	140793
1615	67299	140928
1616	67334	140873
1617	67362	140803
1618	67388	140728
1619	67411	140647
1620	67436	140572
1621	67554	140689
1622	67593	140641
1623	67624	140578
1624	67650	140504
1625	67676	140430
1626	67701	140355
1627	67823	140479
1628	67860	140428
1629	67890	140363
1630	67914	140283
1631	67938	140206
1632	67963	140130
1633	68069	140221
1634	68171	140304
1635	68224	140285
1636	68262	140236
1637	68291	140169
1638	68319	140099
1639	68421	140181
1640	68493	140200
1641	68518	140125
1642	68540	140043
1643	68566	139969
1644	68680	140075
1645	68712	140012
1646	68742	139947
1647	68767	139871
1648	68791	139794
1649	68816	139717
1650	68841	139643
1651	68963	139764
1652	69012	139737
1653	69042	139672
1654	69067	139594
1655	69092	139520
1656	69199	139609
1657	69252	139590
1658	69372	139707
1659	69405	139647
1660	69431	139573
1661	69453	139492
1662	69476	139412
1663	69588	139512
1664	69673	139556
