iter	Logloss
128	0.5434823149
129	0.5434344702
130	0.5433731475
131	0.5433598625
132	0.5433478971
133	0.5432739798
134	0.5431861802
135	0.5431188791
136	0.5430567985
137	0.543004246
138	0.5429375675
139	0.5428595447
140	0.5427908121
141	0.5427500665
142	0.5427080735
143	0.5426522694
144	0.5426146389
145	0.5425522898
146	0.5425055293
147	0.5424880848
148	0.54244425
149	0.5424143184
150	0.5423621491
151	0.5423306153
152	0.5422834888
153	0.542246759
154	0.5421790026
155	0.5420960639
156	0.5420091952
157	0.5419281709
158	0.5418349965
159	0.541775952
160	0.5417356184
161	0.5416921707
162	0.5416296344
163	0.5415895016
164	0.5415759756
165	0.5415185684
166	0.5414618597
167	0.5413695471
168	0.5413417014
169	0.5412551596
170	0.5412142237
171	0.5411928014
172	0.5411666236
173	0.5411249522
174	0.5410798851
175	0.541048665
176	0.5409394792
177	0.5408944397
178	0.5408591492
179	0.5407695383
180	0.5406901929
181	0.540634721
182	0.540618762
183	0.5405867597
184	0.5405265269
185	0.5404700528
186	0.5403791728
187	0.5403550762
188	0.5403177081
189	0.5402851038
190	0.5402279628
191	0.5402153617
192	0.540187253
193	0.5401498269
194	0.5401026171
195	0.5399582917
196	0.5399139966
197	0.5398186315
198	0.5397506127
199	0.5396730405
200	0.5395962172
201	0.5395040654
202	0.5394545908
203	0.5393731873
204	0.5393415807
205	0.5392998647
206	0.5392506251
207	0.5391483313
208	0.5390457666
209	0.5389789682
210	0.5388732995
211	0.5388139713
212	0.5387109313
213	0.5385763583
214	0.5385277076
215	0.5384612176
216	0.5383500879
217	0.5383004362
218	0.5382198133
219	0.5381147461
220	0.5379685129
221	0.5379239176
222	0.5378359068
223	0.5377363036
224	0.5376549924
225	0.5375421782
226	0.5374048626
227	0.537392143
228	0.5372976452
229	0.537261009
230	0.5371321914
231	0.5370544655
232	0.5369254079
233	0.536830414
234	0.5367237317
235	0.5366427736
236	0.5365665989
237	0.5364901211
238	0.5364120684
239	0.5363125301
240	0.5361289757
241	0.5360267678
242	0.5358750386
243	0.5357876825
244	0.5356274612
245	0.5355191977
246	0.5354671312
247	0.5352978195
248	0.5351760007
249	0.5351038211
250	0.535019582
251	0.5349116317
252	0.5348353646
253	0.5347711137
254	0.5346969714
255	0.5345600537
256	0.5345381647
257	0.5344329165
258	0.5343514397
259	0.5342842109
260	0.534105972
261	0.5340222682
262	0.5338959849
263	0.5337877881
264	0.5336794354
265	0.5336012289
266	0.5335203016
267	0.5333682594
268	0.533212253
269	0.5331159766
270	0.5330865486
271	0.5330212634
272	0.5329346672
273	0.5328815802
274	0.5327876025
275	0.5326906609
276	0.5326868914
277	0.5325740587
278	0.5324390622
279	0.5323691826
280	0.5322665277
281	0.5321771526
282	0.5321603699
283	0.53205579
284	0.5319601878
285	0.5318577432
286	0.5317632028
287	0.5316857352
288	0.5315795925
289	0.531555739
290	0.5314073261
291	0.5313248301
292	0.5312101168
293	0.5311819629
294	0.5311246496
295	0.531087594
296	0.5309802519
297	0.5308331861
298	0.5307848973
299	0.5306524443
300	0.5305499
301	0.5304389856
302	0.5304317473
303	0.530368217
304	0.5303144888
305	0.5302045178
306	0.5300885616
307	0.5300700807
308	0.5299203632
309	0.5298179775
310	0.5298058511
311	0.5297481677
312	0.5297320337
313	0.5296264429
314	0.5295510424
315	0.5294316006
316	0.5293120239
317	0.5291768057
318	0.5290646523
319	0.5289789199
320	0.5289759246
321	0.5288404308
322	0.5287597661
323	0.528646094
324	0.5285276226
325	0.5284610633
326	0.5284564317
327	0.5283559567
328	0.5283500407
329	0.5282519626
330	0.5282408721
331	0.5281709352
332	0.5281172317
333	0.5279748548
334	0.527813109
335	0.5276727719
336	0.5275621342
337	0.5274754767
338	0.527328629
339	0.5272317394
340	0.5272281646
341	0.5271633425
342	0.5270688988
343	0.5270677352
344	0.5270573775
345	0.5269133153
346	0.5267850753
347	0.5267347385
348	0.526707782
349	0.5266025625
350	0.5265133374
351	0.5264463403
352	0.5263402291
353	0.5262737367
354	0.526191026
355	0.5260677473
356	0.5260549558
357	0.5260480124
358	0.5260445723
359	0.5259063962
360	0.5258212452
361	0.5257331709
362	0.5256328055
363	0.5255345421
364	0.5255090366
365	0.5254342677
366	0.525380428
367	0.5253042923
368	0.5252098475
369	0.5251233099
370	0.5250528805
371	0.5249948474
372	0.5249339237
373	0.52477954
374	0.5246710843
375	0.5246410563
376	0.5245430038
377	0.5243944041
378	0.5243465705
379	0.5243089021
380	0.5241635431
381	0.5241570006
382	0.5240827238
383	0.5240671851
384	0.5240425924
385	0.5239178073
386	0.5238739969
387	0.5238603204
388	0.5238511143
389	0.5238134842
390	0.523737176
391	0.523705046
392	0.5236607487
393	0.5235800385
394	0.5235048978
395	0.5234829224
396	0.5234761461
397	0.5234051806
398	0.5233280746
399	0.5231798113
400	0.5230764614
401	0.5230749978
402	0.523055497
403	0.5229748472
404	0.5229018064
405	0.5228828945
406	0.5227977026
407	0.5227756616
408	0.5227136576
409	0.5226097332
410	0.5225912095
411	0.522497301
412	0.522352596
413	0.5223045373
414	0.5221690355
415	0.5220277026
416	0.5219539306
417	0.5218224065
418	0.5217471618
419	0.5216587089
420	0.5215101507
421	0.521476124
422	0.5214035009
423	0.5213369969
424	0.521278238
425	0.5212692067
426	0.5212642243
427	0.5211487171
428	0.5210684173
429	0.5210153951
430	0.5208862216
431	0.5207990922
432	0.520795682
433	0.5207283049
434	0.5207140296
435	0.5205845911
436	0.5204668192
437	0.5204124441
438	0.5203066114
439	0.5201810076
440	0.5200931837
441	0.520008624
442	0.5199202967
443	0.5198481135
444	0.519837892
445	0.519709327
446	0.5195954402
447	0.5194687183
448	0.5193638264
449	0.5193292141
450	0.5192770671
451	0.5192380758
452	0.5191428324
453	0.5191093363
454	0.5190244054
455	0.5189588151
456	0.5188715046
457	0.5187808731
458	0.5187329321
459	0.5187154676
460	0.51868925
461	0.5186152627
462	0.5186007376
463	0.5184833936
464	0.5184179808
465	0.5182858546
466	0.5181651533
467	0.5180645712
468	0.5179725948
469	0.5178688714
470	0.5177695371
471	0.5176752117
472	0.5175724101
473	0.5174396963
474	0.5173719082
475	0.5173434417
476	0.517246603
477	0.5171058117
478	0.5170896751
479	0.5170115984
480	0.5170107361
481	0.5168888418
482	0.5168158488
483	0.516802312
484	0.5166845787
485	0.516635918
486	0.5165615736
487	0.5164808199
488	0.5164338181
489	0.5162998022
490	0.5161835996
491	0.5160744152
492	0.5160182551
493	0.515949104
494	0.515927986
495	0.515806179
496	0.5157566569
497	0.5156596071
498	0.5155493668
499	0.5155042406
500	0.5154023759
501	0.5152624916
502	0.515153939
503	0.5150250992
504	0.5150240675
505	0.5149764793
506	0.5148331792
507	0.5147790485
508	0.5146594252
509	0.5146381332
510	0.5146119494
511	0.5145098032
512	0.5144669045
513	0.5144021721
514	0.5143704372
515	0.5142991669
516	0.5142305908
517	0.5141882819
518	0.5140722639
519	0.5140216175
520	0.5139228928
521	0.5138890599
522	0.5138217384
523	0.5137480375
524	0.5137172867
525	0.5136934501
526	0.513664569
527	0.5135520341
528	0.5134859804
529	0.5134073088
530	0.5133454569
531	0.5133137376
532	0.5132246474
533	0.5131406443
534	0.5130835503
535	0.512971407
536	0.5128739279
537	0.5128205128
538	0.5127898748
539	0.5127847172
540	0.5127163703
541	0.5126462906
542	0.5125741053
543	0.5124861587
544	0.5123809747
545	0.5122067422
546	0.5120671927
547	0.5119423358
548	0.5118083181
549	0.5117642783
550	0.5116714752
551	0.5115535241
552	0.511496362
553	0.5114718173
554	0.5113728376
555	0.5113616315
556	0.5112563543
557	0.5111939797
558	0.5110954472
559	0.511025866
560	0.5109053605
561	0.5108493784
562	0.5107666333
563	0.5106896044
564	0.5106701299
565	0.5105773143
566	0.5105209151
567	0.5104647333
568	0.5104072222
569	0.51032785
570	0.5102553842
571	0.5102178143
572	0.5101132376
573	0.5099422363
574	0.5098039726
575	0.5097375895
576	0.5096677924
577	0.5095991156
578	0.5095445534
579	0.5094072329
580	0.5093457665
581	0.5093007845
582	0.509234832
583	0.5092073502
584	0.5091361035
585	0.5090928254
586	0.5090336944
587	0.5089747206
588	0.5088652071
589	0.5087847557
590	0.5086600763
591	0.5086190852
592	0.5085512706
593	0.5083933166
594	0.5083562675
595	0.5082848046
596	0.5082169534
597	0.5081053824
598	0.5080133212
599	0.5079392523
600	0.507811085
601	0.507746539
602	0.507619297
603	0.5075911026
604	0.5074724506
605	0.5074008759
606	0.5073407898
607	0.5072410061
608	0.5071378983
609	0.5070608634
610	0.5069438629
611	0.5069342873
612	0.5068215275
613	0.5067483295
614	0.5066549255
615	0.5065487596
616	0.506458105
617	0.5063231749
618	0.5062503483
619	0.5061625965
620	0.5060876112
621	0.5059973823
622	0.5059786054
623	0.5059089032
624	0.5058836895
625	0.5057854516
626	0.5057821117
627	0.505772768
628	0.5057346911
629	0.5056741229
630	0.5056656817
631	0.5055759384
632	0.5055684197
633	0.5054327667
634	0.5053318661
635	0.5052839746
636	0.505188374
637	0.5051286089
638	0.5050277187
639	0.5049703175
640	0.5049032784
641	0.5048638329
642	0.5047728504
643	0.5047400216
644	0.5046683592
645	0.5046062728
646	0.5045157374
647	0.5044427641
648	0.5043945413
649	0.504318412
650	0.5042967237
651	0.5042135134
652	0.504130362
653	0.5040736123
654	0.5040156247
655	0.5039464249
656	0.5038583127
657	0.5038482198
658	0.5038135473
659	0.5037514048
660	0.5036623416
661	0.5035799194
662	0.5035386585
663	0.5034436921
664	0.5033743487
665	0.5032575897
666	0.5031743639
667	0.5030728541
668	0.503044214
669	0.5030392767
670	0.5030178744
671	0.5029547616
672	0.5029078901
673	0.5028393585
674	0.5028314984
675	0.5027897564
676	0.5027596542
677	0.5026725685
678	0.5025930053
679	0.5025690592
680	0.5025360869
681	0.5024614035
682	0.5024591285
683	0.5024086394
684	0.5023756491
685	0.5022851484
686	0.5021538489
687	0.502127963
688	0.5021096819
689	0.5020725308
690	0.5020706451
691	0.5019962048
692	0.5019445541
693	0.5019021129
694	0.5018544029
695	0.5018047001
696	0.5017081385
697	0.5016102746
698	0.5015638958
699	0.5015104392
700	0.5014182923
701	0.5013328289
702	0.5012832547
703	0.5012284959
704	0.5011814463
705	0.5011210889
706	0.5011207669
707	0.5010739709
708	0.5009687926
709	0.5008692096
710	0.5007899239
711	0.50068155
712	0.5006302244
713	0.5005708027
714	0.5004377543
715	0.5003896369
716	0.5003226649
717	0.5002302353
718	0.5001426496
719	0.5000560322
720	0.5000209462
721	0.4999588013
722	0.4998615251
723	0.4998197833
724	0.4998124564
725	0.4997275849
726	0.4997022624
727	0.4996328459
728	0.4995173554
729	0.4994444667
730	0.4993978604
731	0.4992901329
732	0.4992154493
733	0.4992125649
734	0.4991725268
735	0.4991724892
736	0.4991507054
737	0.4990747793
738	0.4990213968
739	0.4989006185
740	0.4988639309
741	0.4988623966
742	0.4987541949
743	0.4986451601
744	0.4985721496
745	0.4984832503
746	0.4983695108
747	0.498274332
748	0.4982732763
749	0.4982670241
750	0.498236411
751	0.4981482837
752	0.4980989646
753	0.4980835839
754	0.4980170037
755	0.4979232836
756	0.4978458259
757	0.4977709434
758	0.4977174769
759	0.497642716
760	0.4975757511
761	0.497509979
762	0.4975074669
763	0.4974567107
764	0.4974540958
765	0.49734252
766	0.4972154469
767	0.4971101399
768	0.4970620735
769	0.4969793264
770	0.4968540927
771	0.4967622984
772	0.4967079875
773	0.4966343312
774	0.4965415458
775	0.4964523894
776	0.4963796466
777	0.4963753284
778	0.496326202
779	0.4962339946
780	0.4961668925
781	0.4961638704
782	0.4960965494
783	0.496009258
784	0.4959328839
785	0.4958525771
786	0.4958023507
787	0.495730829
788	0.4956460599
789	0.4956399695
790	0.4955435206
791	0.4954651713
792	0.4953969356
793	0.4952927062
794	0.4952642123
795	0.4952597111
796	0.4951838642
797	0.49511473
798	0.4949886151
799	0.4949173365
800	0.4948842762
801	0.4948691968
802	0.4948424752
803	0.4947500988
804	0.4946848335
805	0.4945959236
806	0.4944970829
807	0.4944121542
808	0.4942972334
809	0.4942337039
810	0.494173907
811	0.4941055821
812	0.4940886321
813	0.4940564114
814	0.4940466957
815	0.4940209374
816	0.494002618
817	0.4939401638
818	0.4938485597
819	0.4937453291
820	0.4936906528
821	0.493629479
822	0.4935540439
823	0.4934693404
824	0.4933462582
825	0.4932655366
826	0.4932203955
827	0.4931571565
828	0.4930968263
829	0.493004714
830	0.4929823126
831	0.4928966779
832	0.4928047878
833	0.4927030996
834	0.4926784729
835	0.4925651542
836	0.4924662109
837	0.4923660971
838	0.4922837072
839	0.4921954558
840	0.4921479448
841	0.4921305207
842	0.4920862674
843	0.4920508374
844	0.4919824426
845	0.4919506939
846	0.4918713557
847	0.4917795766
848	0.4917516717
849	0.491657292
850	0.4915321352
851	0.4914696222
852	0.4914217342
853	0.491363122
854	0.4912888282
855	0.4912430365
856	0.4911529672
857	0.4910576257
858	0.4909843256
859	0.4909056926
860	0.4908388126
861	0.4907679077
862	0.4906604087
863	0.4906598917
864	0.4905945028
865	0.4905156604
866	0.4904111171
867	0.4903309248
868	0.490286519
869	0.490229152
870	0.4901724213
871	0.4900857648
872	0.4900622246
873	0.4899972967
874	0.4899754046
875	0.489954619
876	0.4899127831
877	0.4899127202
878	0.4898332016
879	0.4897370508
880	0.4897370056
881	0.489634258
882	0.4895362374
883	0.4894926285
884	0.4894755153
885	0.4894335821
886	0.4893830929
887	0.4893463274
888	0.4893351875
889	0.4893288909
890	0.4892736631
891	0.4891923312
892	0.4891313533
893	0.4891138903
894	0.4890474191
895	0.488958213
896	0.4889391606
897	0.4888788111
898	0.4887922611
899	0.4887340991
900	0.4886169768
901	0.4885252475
902	0.4884270857
903	0.4883701783
904	0.4882964181
905	0.4882604256
906	0.4882363015
907	0.4881476745
908	0.4880405121
909	0.4880273417
910	0.4879982099
911	0.4879743528
912	0.4879388388
913	0.4879102892
914	0.4878389464
915	0.487767552
916	0.4877656314
917	0.4877027594
918	0.4876719054
919	0.4876500934
920	0.4875762205
921	0.4874825431
922	0.4874251948
923	0.4873263878
924	0.4872495159
925	0.4872173345
926	0.4871613896
927	0.4871229728
928	0.4870787857
929	0.4870339562
930	0.4869810889
931	0.4869513559
932	0.4869331402
933	0.4868427376
934	0.4867976626
935	0.4867320264
936	0.4866560348
937	0.4866307616
938	0.4865483911
939	0.4864336473
940	0.4863589992
941	0.4862472839
942	0.4861553959
943	0.486111393
944	0.4860579974
945	0.4859871983
946	0.4859160144
947	0.4858098509
948	0.4857701917
949	0.4857661107
950	0.4857502805
951	0.4857359666
952	0.4856885149
953	0.4856532184
954	0.485573935
955	0.4855350172
956	0.485524065
957	0.4854400913
958	0.4854383335
959	0.485405395
960	0.4853155133
961	0.4852909486
962	0.4852010911
963	0.4851375728
964	0.4850591621
965	0.4849811322
966	0.4849407907
967	0.4848692281
968	0.4848684389
969	0.4848094792
970	0.4847384803
971	0.4847170448
972	0.4846563235
973	0.4846169553
974	0.4845796844
975	0.4844514991
976	0.4844070698
977	0.4843603511
978	0.4843198663
979	0.4842268613
980	0.4841651303
981	0.4841532972
982	0.4840602551
983	0.4839908197
984	0.4838716138
985	0.4838352286
986	0.4838317332
987	0.4837666329
988	0.483675126
989	0.4836730177
990	0.4836341009
991	0.4835743745
992	0.4835164618
993	0.4834792489
994	0.4834018069
995	0.483319242
996	0.4833031768
997	0.4832712632
998	0.4831845018
999	0.4831341309
1000	0.4831203096
1001	0.4830509881
1002	0.4829564714
1003	0.4829291493
1004	0.4828161251
1005	0.4828061889
1006	0.4828047607
1007	0.4827208248
1008	0.4826259672
1009	0.4825108718
1010	0.4824994784
1011	0.4824195308
1012	0.4823394264
1013	0.4823285813
1014	0.4823066317
1015	0.4822389994
1016	0.4822256176
1017	0.4821755525
1018	0.482086842
1019	0.4820596999
1020	0.4819885109
1021	0.4818973579
1022	0.4818094643
1023	0.4817087118
1024	0.4816817862
1025	0.4816285905
1026	0.4815520882
1027	0.4814950857
1028	0.4814254311
1029	0.4813261375
1030	0.4812706875
1031	0.4812388395
1032	0.4811269289
1033	0.4810491978
1034	0.4809788598
1035	0.4809323226
1036	0.480891191
1037	0.480868238
1038	0.4808248009
1039	0.4807436608
1040	0.4806514049
1041	0.4805643464
1042	0.4805147603
1043	0.4804093945
1044	0.4803386064
1045	0.4803070746
1046	0.4802206974
1047	0.4801554507
1048	0.4801242889
1049	0.4800255369
1050	0.4799138162
1051	0.479902628
1052	0.479828851
1053	0.479742982
1054	0.4797079012
1055	0.4795981352
1056	0.4795085285
1057	0.4794112871
1058	0.4793064752
1059	0.4792424944
1060	0.4791613816
1061	0.4791112281
1062	0.4790388917
1063	0.4789614212
1064	0.4788983774
1065	0.4788618266
1066	0.4788089957
1067	0.4787392329
1068	0.4786533725
1069	0.4786454933
1070	0.4786408676
1071	0.478608957
1072	0.4786034418
1073	0.4785374013
1074	0.4785326688
1075	0.4784768422
1076	0.4783994263
1077	0.4783147636
1078	0.4782704032
1079	0.4781571521
1080	0.4781393108
1081	0.4780484872
1082	0.4779817086
1083	0.4779101519
1084	0.4778452344
1085	0.477765424
1086	0.4776840143
1087	0.4776024176
1088	0.477580565
1089	0.4775640479
1090	0.4775576276
1091	0.4774869597
1092	0.4774423792
1093	0.4774410657
1094	0.4774401668
1095	0.4774070116
1096	0.4773249642
1097	0.4772792991
1098	0.477176827
1099	0.4771479911
1100	0.4770628394
1101	0.4770009678
1102	0.4770004936
1103	0.4769513862
1104	0.4769318739
1105	0.4768524687
1106	0.4767907232
1107	0.4767338305
1108	0.4766464863
1109	0.4766280773
1110	0.4765641122
1111	0.4765139439
1112	0.4763745616
1113	0.4763398276
1114	0.4762750786
1115	0.476241281
1116	0.4761819863
1117	0.4760982353
1118	0.4760982408
1119	0.4760625582
1120	0.476054877
1121	0.4759935872
1122	0.4759030108
1123	0.4758989239
1124	0.475866858
1125	0.4758662649
1126	0.4757756332
1127	0.475649018
1128	0.4755384579
1129	0.4754797886
1130	0.4754137096
1131	0.475393421
1132	0.4752903016
1133	0.475288146
1134	0.4752319991
1135	0.4751617176
1136	0.4750918352
1137	0.4750153257
1138	0.4749419587
1139	0.4749229846
1140	0.4748990567
1141	0.4748504422
1142	0.4747284486
1143	0.4746543052
1144	0.4746423345
1145	0.4745938895
1146	0.474556496
1147	0.4745068642
1148	0.4744666472
1149	0.4743727638
1150	0.4742573125
1151	0.4741886698
1152	0.4741486846
1153	0.4741368843
1154	0.4740582144
1155	0.4739642567
1156	0.4738990678
1157	0.4738216235
1158	0.4738107134
1159	0.4738076792
1160	0.473784991
1161	0.4737632049
1162	0.4737368374
1163	0.4737162427
1164	0.4736467886
1165	0.473595435
1166	0.4734892246
1167	0.4734278314
1168	0.4733709845
1169	0.4733214785
1170	0.4732224462
1171	0.4731409043
1172	0.4731209006
1173	0.4730984622
1174	0.4730951803
1175	0.4730728438
1176	0.472952523
1177	0.4728743806
1178	0.4728350282
1179	0.4728133472
1180	0.4727369543
1181	0.4726715659
1182	0.4725711252
1183	0.4725323252
1184	0.472494955
1185	0.4724018168
1186	0.4723148968
1187	0.4722625615
1188	0.4721895759
1189	0.4721828649
1190	0.4720878619
1191	0.4720102257
1192	0.4719471033
1193	0.4719391305
1194	0.4719255728
1195	0.4719250517
1196	0.4718529361
1197	0.4717947657
1198	0.4717527625
1199	0.4716617428
1200	0.471601214
1201	0.4715381972
1202	0.4714398299
1203	0.4713567403
1204	0.4712953893
1205	0.4712411249
1206	0.4712188019
1207	0.4711657208
1208	0.4711479122
1209	0.4710587377
1210	0.4710285228
1211	0.4709558567
1212	0.4708842992
1213	0.4708725321
1214	0.4708590516
1215	0.4707663524
1216	0.4707093604
1217	0.470669325
1218	0.470611506
1219	0.4705415813
1220	0.4705388726
1221	0.4704858993
1222	0.470355733
1223	0.4703201301
1224	0.470265404
1225	0.4701876128
1226	0.4701286379
1227	0.4700624055
1228	0.4700165709
1229	0.469934269
1230	0.4698717606
1231	0.4698073936
1232	0.4697339301
1233	0.4696357539
1234	0.4696154255
1235	0.4696142189
1236	0.4695753142
1237	0.4695122287
1238	0.4694914716
1239	0.4694386015
1240	0.4694163495
1241	0.4693587961
1242	0.4693454949
1243	0.469254425
1244	0.4692339248
1245	0.4691812619
1246	0.4691234593
1247	0.4690295703
1248	0.4690247505
1249	0.4689538833
1250	0.4688867484
1251	0.4688326515
1252	0.4688055934
1253	0.4687381364
1254	0.4686876311
1255	0.4686312823
1256	0.4685682047
1257	0.4685510792
1258	0.4685291108
1259	0.4685231078
1260	0.4684991911
1261	0.4684483274
1262	0.4684142397
1263	0.4683985737
1264	0.4683535251
1265	0.4682636012
1266	0.4682119286
1267	0.4681116513
1268	0.4680407173
1269	0.4679932769
1270	0.4679477914
1271	0.4678986385
1272	0.4678689971
1273	0.4678389132
1274	0.4677572388
1275	0.4677219357
1276	0.4676728309
1277	0.4676224587
1278	0.467545898
1279	0.4674391837
1280	0.4674084147
1281	0.467382637
1282	0.4673255027
1283	0.4673172361
1284	0.467278761
1285	0.4672367338
1286	0.4671820587
1287	0.4671523915
1288	0.4670748312
1289	0.467070713
1290	0.4670001502
1291	0.4669806853
1292	0.4669557526
1293	0.4668979799
1294	0.4668517637
1295	0.4667363485
1296	0.466674954
1297	0.4666581357
1298	0.4666068562
1299	0.4665097982
1300	0.4664709061
1301	0.4663987326
1302	0.4663730453
1303	0.4663544053
1304	0.4662844255
1305	0.4661990486
1306	0.4660901254
1307	0.4660641209
1308	0.4660509527
1309	0.4660250159
1310	0.465944581
1311	0.465895402
1312	0.4658122936
1313	0.4657228558
1314	0.465629754
1315	0.4656061314
1316	0.4654754416
1317	0.4654020451
1318	0.4653173232
1319	0.4652965482
1320	0.4652234765
1321	0.4651450485
1322	0.4651228726
1323	0.4650409889
1324	0.4649824322
1325	0.4648902422
1326	0.4647989786
1327	0.4647726982
1328	0.4646786883
1329	0.464590382
1330	0.4644803308
1331	0.4644303259
1332	0.4643631277
1333	0.4643155419
1334	0.4642325375
1335	0.4641952227
1336	0.4641219002
1337	0.4640629659
1338	0.4639958755
1339	0.4639318277
1340	0.4639226224
1341	0.4638628465
1342	0.4638298252
1343	0.4637672121
1344	0.4637088689
1345	0.463704106
1346	0.4636433197
1347	0.4636082579
1348	0.463556845
1349	0.4634823665
1350	0.4634244792
1351	0.4633610011
1352	0.4633221042
1353	0.4632524249
1354	0.4631833538
1355	0.4631122833
1356	0.4630652238
1357	0.4629968213
1358	0.4629317468
1359	0.4628709194
1360	0.4627823097
1361	0.4627395998
1362	0.4626240227
1363	0.4625658285
1364	0.4624955467
1365	0.4624801167
1366	0.4624516875
1367	0.4623795094
1368	0.4623782643
1369	0.4623451875
1370	0.4623297112
1371	0.4623005951
1372	0.4622403085
1373	0.4622150921
1374	0.46214691
1375	0.462107065
1376	0.4620819382
1377	0.4620630427
1378	0.4619722749
1379	0.4619032267
1380	0.4618814672
1381	0.4617990018
1382	0.4616995323
1383	0.4616976187
1384	0.4616782249
1385	0.461607983
1386	0.4615432662
1387	0.4614430632
1388	0.4613592839
1389	0.4613186332
1390	0.4612249089
1391	0.4612195127
1392	0.4611378467
1393	0.4611185084
1394	0.4610823244
1395	0.4610721155
1396	0.4610510103
1397	0.461026386
1398	0.4610159947
1399	0.4609463018
1400	0.4609288199
1401	0.4608947045
1402	0.4608535863
1403	0.4608442376
1404	0.4608231022
1405	0.4607711974
1406	0.4606972461
1407	0.460646347
1408	0.4605725745
1409	0.4605417651
1410	0.4605052133
1411	0.4604341778
1412	0.4604259437
1413	0.460414707
1414	0.4603595171
1415	0.4603551884
1416	0.4603425014
1417	0.4602546736
1418	0.4601972271
1419	0.4601042956
1420	0.459977211
1421	0.4599528916
1422	0.4598795003
1423	0.4598361432
1424	0.4598119307
1425	0.459758686
1426	0.4596778955
1427	0.4596191227
1428	0.4595442912
1429	0.459533047
1430	0.4594223079
1431	0.4593618555
1432	0.4593306507
1433	0.4592172549
1434	0.4591643476
1435	0.4590828868
1436	0.4589754295
1437	0.4589513075
1438	0.4589190861
1439	0.4588880503
1440	0.4588704639
1441	0.4588357079
1442	0.4587726593
1443	0.4586854244
1444	0.4586467541
1445	0.458556381
1446	0.4585083905
1447	0.4584944274
1448	0.4583982744
1449	0.4583894964
1450	0.4583320564
1451	0.4582795596
1452	0.4581826563
1453	0.4580997226
1454	0.4580693843
1455	0.4580473881
1456	0.4580254433
1457	0.45801712
1458	0.458016231
1459	0.4579177816
1460	0.457852067
1461	0.4578236312
1462	0.4578087248
1463	0.4577478984
1464	0.4577419771
1465	0.4576601392
1466	0.4576171595
1467	0.4575928252
1468	0.4575125061
1469	0.4574345155
1470	0.4574120894
1471	0.4573049942
1472	0.4572436666
1473	0.4572011843
1474	0.4571553772
1475	0.457093117
1476	0.4570146414
1477	0.4569594881
1478	0.4569181242
1479	0.4568875995
1480	0.456869371
1481	0.456816749
1482	0.4567582021
1483	0.4566734851
1484	0.4566397922
1485	0.4565415684
1486	0.4564464079
1487	0.4563973216
1488	0.4563423889
1489	0.4562711187
1490	0.4562092782
1491	0.45620572
1492	0.4561367251
1493	0.4560601114
1494	0.4560245483
1495	0.4560037206
1496	0.4559612214
1497	0.455884988
1498	0.4558170321
1499	0.4558144458
1500	0.4558018777
1501	0.4557546426
1502	0.4557006838
1503	0.4556008248
1504	0.4555507579
1505	0.4555387449
1506	0.4555165737
1507	0.455499246
1508	0.4554546885
1509	0.4553666182
1510	0.4553079677
1511	0.4552636806
1512	0.4552139537
1513	0.455183872
